price,Area,Location,latitude,longitude,No. of Bedrooms,Resale,VaastuCompliant,nearbyresources,essentials
79,940,Kamothe,19.0164338,73.0806552,2,1,0,1000000010000,11110
70,1000,Kamothe,19.0164338,73.0806552,2,1,0,1000000010000,11110
85,1089,Kamothe,19.0164338,73.0806552,2,1,0,1000000000000,11010
110,1575,Kamothe,19.0164338,73.0806552,3,1,0,1000000000000,11010
48,653,Kamothe,19.0164338,73.0806552,1,1,0,1000000010000,11010
58,1000,Kamothe,19.0164338,73.0806552,2,1,0,1000000010000,11110
70,1003,Kamothe,19.0164338,73.0806552,2,1,0,1000000000000,11110
100,1700,Kamothe,19.0164338,73.0806552,3,1,0,1000000010000,11110
93,1236,Kamothe,19.0164338,73.0806552,2,1,0,1000000000000,11010
65,1255,Kamothe,19.0164338,73.0806552,2,1,0,1000000010000,11110
54,619,Kamothe,19.0164338,73.0806552,1,1,0,1000000000000,11110
40,620,Kamothe,19.0164338,73.0806552,1,1,0,1000000010000,11110
64,980,Kamothe,19.0164338,73.0806552,2,1,0,1000000010000,11110
69,950,Kamothe,19.0164338,73.0806552,2,1,0,1100000010000,11110
57,710,Kamothe,19.0164338,73.0806552,1,1,0,1000000010000,11010
71,887,Kamothe,19.0164338,73.0806552,2,1,0,1000000010000,11110
78,1005,Kamothe,19.0164338,73.0806552,2,1,0,1000000010000,11110
59,950,Kamothe,19.0164338,73.0806552,2,1,0,1000000010000,11110
50,650,Kamothe,19.0164338,73.0806552,1,1,0,1000000010000,11110
40,638,Kamothe,19.0164338,73.0806552,1,1,0,1000000010000,11110
87,1175,Kamothe,19.0164338,73.0806552,2,1,1,1101010010000,11110
50,675,Kamothe,19.0164338,73.0806552,2,1,0,1000000010000,11010
68,1006,Kamothe,19.0164338,73.0806552,2,1,0,1000000010000,11110
30,420,Kamothe,19.0164338,73.0806552,1,1,0,0000000010000,11110
52,850,Kamothe,19.0164338,73.0806552,1,1,0,1000000010000,11110
250,1600,Kandivali East,19.2103809,72.8640837,3,1,1,1111000010001,11111
25,300,Kandivali East,19.2103809,72.8640837,1,0,0,0000000000000,00000
277,1810,Kandivali East,19.2103809,72.8640837,3,0,1,1111111111111,11110
282,1170,Kandivali East,19.2103809,72.8640837,3,1,0,0000000000000,11110
186,820,Kandivali East,19.2103809,72.8640837,2,1,0,0000000000000,11110
168,764,Kandivali East,19.2103809,72.8640837,2,1,0,0000000000000,11110
280,1890,Kandivali East,19.2103809,72.8640837,4,1,1,1111110111011,11111
264,1014,Kandivali East,19.2103809,72.8640837,3,1,0,0000000000000,11110
315,2415,Kandivali East,19.2103809,72.8640837,4,0,1,1101000010000,11110
305,2415,Kandivali East,19.2103809,72.8640837,4,0,1,1101000010000,11110
310,1475,Kandivali East,19.2103809,72.8640837,3,1,1,1111000010001,11110
245,1350,Kandivali East,19.2103809,72.8640837,3,1,1,1111000010001,11110
315,1786,Kandivali East,19.2103809,72.8640837,3,1,1,1101000010001,11110
315,2415,Kandivali East,19.2103809,72.8640837,4,0,1,1101000010000,11110
470,1920,Kandivali East,19.2103809,72.8640837,4,1,1,1111100010001,11110
210,1350,Kandivali East,19.2103809,72.8640837,2,0,1,1111011111011,11110
61,400,Kandivali East,19.2103809,72.8640837,1,1,0,0000000000000,00001
220,1530,Kandivali East,19.2103809,72.8640837,3,1,1,1111111111111,11110
295,2415,Kandivali East,19.2103809,72.8640837,4,0,1,1101000010000,11110
64,400,Kandivali East,19.2103809,72.8640837,1,1,1,1111000010001,11111
120,560,Kandivali East,19.2103809,72.8640837,2,1,0,0000000000000,11110
330,1667,Kandivali East,19.2103809,72.8640837,3,1,1,1111111111011,11111
125,745,Kandivali East,19.2103809,72.8640837,2,1,1,1111001010001,11111
82,525,Kandivali East,19.2103809,72.8640837,1,1,1,1101000010000,11110
